month,nodes,nodes_after_reinvest,demand_equiv_nodes,utilization,revenue_cny,rent_cny,cost_cny,profit_cny,cash_cny,equity_cny,survival_prob,expected_profit_cny,price_index
13,1,1,1.3,1.0,291444.97763295687,350000,375195.25368034444,-83750.27604738757,-377533.6815719266,-377533.6815719266,0.8216199888157638,-68810.9008693717,0.7852612238990014
14,1,1,1.4,1.0,286075.54979409085,350000,374878.45743785135,-88802.9076437605,-466336.58921568707,-466336.58921568707,0.8092956889835273,-71867.8103252977,0.7707939871991969
15,1,1,1.5,1.0,280805.04544860945,350000,374567.49768146797,-93762.45223285852,-560099.0414485456,-560099.0414485456,0.7971562536487744,-74743.32515486766,0.7565932872025407
16,1,1,1.6,1.0,275631.64208248723,350000,374262.26688286674,-98630.6248003795,-658729.6662489251,-658729.6662489251,0.7851989098440427,-77444.65907049479,0.7426542133780447
17,1,1,1.7,1.0,270553.55075873167,350000,373962.65949476516,-103409.1087360335,-762138.7749849586,-762138.7749849586,0.773420926196382,-79978.76865576541,0.7289719456637418
18,1,1,1.8,1.0,265569.01549877785,350000,373668.5719144279,-108099.55641565006,-870238.3314006086,-870238.3314006086,0.7618196123034363,-82352.36215874397,0.7155417527999328
19,1,1,1.9,1.0,260676.31267527892,350000,373379.9024478415,-112703.58977256255,-982941.9211731711,-982941.9211731711,0.7503923181188847,-84571.90798975305,0.7023589906931399
20,1,1,2.0,1.0,255873.75041608533,350000,373096.55127454904,-117222.80085846371,-1100164.7220316348,-1100164.7220316348,0.7391364333471014,-86643.6429334824,0.6894191008102029
21,1,1,2.1,1.0,251159.6680192034,350000,372818.420413133,-121658.75239392958,-1221823.4744255643,-1221823.4744255643,0.7280493868468949,-88573.58008495864,0.6767176086019611
22,1,1,2.2,1.0,246532.43537853318,350000,372545.41368733346,-126012.97830880029,-1347836.4527343647,-1347836.4527343647,0.7171286460441915,-90367.51651858602,0.6642501219559767
23,1,1,2.3,1.0,241990.45242018555,350000,372277.43669279094,-130286.98427260539,-1478123.43700697,-1478123.43700697,0.7063717163535286,-92031.04069916546,0.6520123296777639
24,1,1,2.4,1.0,237532.14854918496,350000,372014.3967644019,-134482.24821521697,-1612605.6852221868,-1612605.6852221868,0.6957761406082257,-93569.5396435011,0.6400000000000001
25,1,1,2.5,1.0,233155.98210636547,350000,371756.2029442756,-138600.2208379101,-1751205.906060097,-1751205.906060097,0.6853394984991023,-94988.20584091813,0.6282089791192011
26,1,1,2.6,1.0,228860.43983527276,350000,371502.7659502811,-142642.32611500836,-1893848.2321751055,-1893848.2321751055,0.6750594060216157,-96292.04394073915,0.6166351897593576
27,1,1,2.7,1.0,224644.0363588876,350000,371253.99814517435,-146609.96178628676,-2040458.1939613922,-2040458.1939613922,0.6649335149312915,-97485.87721449799,0.6052746297620326
28,1,1,2.8,1.0,220505.31366598973,350000,371009.8135062934,-150504.49984030367,-2190962.693801696,-2190962.693801696,0.6549595122073221,-98574.35380041228,0.5941233707024357
29,1,1,2.9,1.0,216442.84060698535,350000,370770.12759581214,-154327.2869888268,-2345289.980790523,-2345289.980790523,0.6451351195242122,-99561.95273738417,0.5831775565309935
30,1,1,3.0,1.0,212455.21239902222,350000,370534.8575315423,-158079.6451325201,-2503369.625923043,-2503369.625923043,0.635458092731349,-100452.9897955597,0.5724334022399462
31,1,1,3.06,1.0,208541.05014022312,350000,370303.92195827316,-161762.87181805004,-2665132.497741093,-2665132.497741093,0.6259262213403788,-101251.6231102401,0.5618871925545119
32,1,1,3.1212,1.0,204699.00033286828,350000,370077.24101963924,-165378.24068677097,-2830510.738427864,-2830510.738427864,0.6165373280202731,-101961.85862571538,0.5515352806481624
33,1,1,3.1836240000000005,1.0,200927.73441536273,350000,369854.7363305064,-168927.00191514366,-2999437.7403430077,-2999437.7403430077,0.607289268099969,-102587.55535536965,0.541374086881569
34,1,1,3.24729648,1.0,197225.94830282658,350000,369636.3309498668,-172410.3826470402,-3171848.122990048,-3171848.122990048,0.5981799290784694,-103132.43046419829,0.5314000975647813
35,1,1,3.3122424096,1.0,193592.36193614846,350000,369421.94935423275,-175829.5874180843,-3347677.7104081325,-3347677.7104081325,0.5892072301422924,-103600.0641796715,0.5216098637422112
36,1,1,3.378487257792,1.0,190025.718839348,350000,369211.5174115215,-179185.79857217352,-3526863.508980306,-3526863.508980306,0.580369121690158,-103993.9045366819,0.5120000000000001
