profile,input_tokens,output_tokens,cache_hit,avg_context,decode_rate_tok_s,prefill_s_per_req,decode_s_per_req,req_per_sec,req_per_month,out_tokens_per_month,in_tokens_per_month,decode_time_share,kv_max_concurrency,revenue_usd_per_req,full_load_revenue_usd_month,full_load_revenue_usd_node_hour,breakeven_util
对话 2K/500,2000,500,0.85,2250.0,1685.9917679087432,0.018594272963927114,0.2965613530961577,3.1730355332744358,8224508.102247338,4112254051.1236687,16449016204.494675,0.9409997111700551,1194.5671111111112,0.00891,73280.36719102378,100.38406464523806,0.32544335194878127
基准 8K/800,8000,800,0.85,8400.0,1049.4243762965139,0.07437709185570845,0.7623226771453999,1.1951718370782474,3097885.401706817,2478308321.3654537,24783083213.654537,0.9111065944902753,319.97333333333336,0.017640000000000003,54646.69848610826,74.85849107686063,0.4364144402382668
智能体 32K/1500,32000,1500,0.85,32750.0,643.0841705776287,0.2975083674228338,2.3325095976980363,0.38022553962061706,985544.5986966394,1478316898.044959,31537427158.29246,0.8868797204550043,82.06949618320611,0.04506,44408.63961727057,60.83375290037065,0.5370263204687208
长文档 128K/2000,128000,2000,0.85,129000.0,345.42476130197497,1.1900334696913353,5.78997287994526,0.14326634531672935,371346.3670609625,742692734.121925,47532334983.8032,0.8295082539927356,20.835472868217053,0.12024000000000001,44650.68717541013,61.165324897822096,0.5341151466940491
