erosion,cache_hit,hazard,price_multiplier,scenario,irr_annual,payback_month,end_equity_usd,end_equity_going_concern_usd,end_equity_after_tail_usd,peak_capital_usd,end_nodes
0.3432501218499293,0.6510800299855182,0.017865733552908745,0.8709149597457588,悲观,,,-506764.7456218234,-522164.500590771,-506764.7456218234,132514.6870444808,1
0.16054222302135518,0.8649523715320873,0.02179032022139647,0.695063345344239,乐观,,,118457.02068463675,103057.26571568918,118457.02068463675,132514.6870444808,1
0.13921256936380574,0.8548027210745743,0.012473591277972637,0.8361281003532596,中性,,,64388.11430160828,48988.35933266071,64388.11430160828,132514.6870444808,1
0.10993002030202681,0.8627738149212486,0.009689842048487284,0.6339246364943052,中性,,,-88180.34348552726,-103580.09845447484,-88180.34348552726,132514.6870444808,1
0.28705565905662705,0.8437835854343076,0.02996858425166912,0.718544822804466,中性,,,-232659.80152136635,-248059.55649031393,-232659.80152136635,132514.6870444808,1
0.05472851121185052,0.7879692631095281,0.02993950093157293,0.8803524040482633,中性,,,92056.74746804507,443465.976508953,-494150.35902101034,265029.3740889616,2
0.15694763716871762,0.8696717024685332,0.017422914903258736,0.6537467653252246,中性,,,-132316.60485738286,-147716.35982633044,-132316.60485738286,132514.6870444808,1
0.02686666753910676,0.6984749690453076,0.005441719524997805,0.7813119666000654,中性,,,96088.2996745084,503975.6448407034,-506181.8861305764,265029.3740889616,2
0.1373169849515631,0.7508916251612665,0.028980231821114397,0.9007852486299662,中性,,,175587.8226163641,160188.06764741652,175587.8226163641,132514.6870444808,1
0.1138163500447301,0.8652792317055189,0.010877427922016486,0.7301370922066708,乐观,0.1497035502244135,29.0,179565.5641927963,175079.24267904728,-289611.23817541444,265029.3740889616,2
0.21181682211402897,0.8281563078603145,0.01976861985409415,0.861375683603798,中性,,,-16237.890805476629,-31637.645774424203,-16237.890805476629,132514.6870444808,1
0.09654882465066517,0.7273981633204797,0.00888603910208556,0.949725746116323,中性,,,72866.7740481918,342143.01097685396,-480730.67512139253,265029.3740889616,2
0.22459575776575386,0.8400738620339298,0.02459560273439284,0.7753545034336772,中性,,,-108502.41731335234,-123902.17228229991,-108502.41731335234,132514.6870444808,1
0.39788069957400996,0.8119033944749658,0.02536596107794707,0.9610215876876927,乐观,,,12248.641028726277,-3151.1139402212975,12248.641028726277,132514.6870444808,1
0.07407173798142704,0.7849209760970174,0.007547353932863622,0.8611688506255993,乐观,1.3297506461118904,16.0,428585.3990468674,1021858.2836234947,-847703.769105078,530058.7481779231,4
0.20509282572004453,0.7539133982882642,0.005896068785454079,0.9839098089316881,悲观,,,-401637.0262190456,-417036.7811879932,-401637.0262190456,132514.6870444808,1
0.016431637321938777,0.7090559867611852,0.00663826084795956,0.782047136964705,中性,,,89587.854674572,525723.3347014092,-496619.25181448343,265029.3740889616,2
0.12502797961143358,0.6622305158179727,0.007790009206230667,0.7538017511959713,悲观,,,-417657.36557512416,-433057.1205440717,-417657.36557512416,132514.6870444808,1
0.2792758902439654,0.6996849299659549,0.01255178921959096,0.757650310871239,中性,,,-152328.5489427755,-167728.30391172308,-152328.5489427755,132514.6870444808,1
