n,prob_positive_going_concern,prob_payback_within_horizon,irr_p10,irr_p50,irr_p90,equity_p10,equity_p50,equity_p90,worst_stop_case_usd
2000,0.384,0.142,0.08465908298395841,0.8635643780780409,1.7648366218200697,-506510.08548615075,-92288.24194393905,492226.0904655712,-1440556.573695687
