month,phase,nodes,pending_nodes,ordered,binding_constraint,cash_ok,demand_ok,supply_ok,demand_equiv_nodes,utilization,revenue_usd,out_tokens,in_tokens,rent_usd,opex_usd,ebt_usd,tax_usd,net_income_usd,cash_in_usd,cash_usd,deposits_usd,equity_usd,survival_prob,expected_net_income_usd,price_index,ar_balance_usd,capital_employed_usd
23,horizon,1,0,0,资金,False,True,True,0.9583333333333334,0.9583333333333334,34145.7244729122,2375045474.6418934,23750454746.418934,22085.78117408013,24591.62027164086,9554.104201271344,0.0,9554.104201271344,33347.88629433112,-28194.487209056242,44171.56234816026,15977.075139104018,0.7936142836436553,7582.273561548795,0.6520123296777639,30469.680620566767,74641.24296872702
24,horizon,1,0,0,资金,False,True,True,1.0,1.0,34973.88703110929,2478308321.3654537,24783083213.654537,22085.78117408013,24611.16490801431,10362.72212309498,2591.8619205142563,7770.860202580723,34215.51809113682,-21181.995946447987,44171.56234816026,22989.566401712273,0.7856781408072188,6105.39499643643,0.6400000000000001,31228.04956053925,75399.6119086995
25,horizon,1,0,0,资金,False,True,True,1.0,1.0,34329.54666819287,2478308321.3654537,24783083213.654537,22085.78117408013,24595.958475449483,9733.588192743384,0.0,9733.588192743384,34467.7021184836,-11310.252303413872,44171.56234816026,32861.31004474639,0.7778213593991465,7570.9927999111405,0.6282089791192011,31089.89411024854,75261.4564584088
26,horizon,1,0,0,资金,False,True,True,1.0,1.0,33697.07729070377,2478308321.3654537,24783083213.654537,22085.78117408013,24581.03219814074,9116.045092563028,0.0,9116.045092563028,34269.861026072154,-1621.4234754824574,44171.56234816026,42550.1388726778,0.7700431458051551,7019.74804037888,0.6166351897593576,30517.11037488014,74688.67272304039
27,horizon,1,0,0,资金,False,True,True,1.0,1.0,33076.26019389661,2478308321.3654537,24783083213.654537,22085.78117408013,24566.38091465609,8509.879279240522,0.0,8509.879279240522,33638.49126522763,7450.686875089086,44171.56234816026,51622.249223249346,0.7623427143471035,6487.444468502393,0.6052746297620326,29954.879303549067,74126.44165170932
28,horizon,1,0,0,资金,False,True,True,1.0,1.0,32466.88070232633,2478308321.3654537,24783083213.654537,22085.78117408013,24551.999558655032,7914.881143671297,0.0,7914.881143671297,33018.75352631064,15917.440842744694,44171.56234816026,60089.00319090496,0.7547192872036325,5973.513455053072,0.5941233707024357,29403.006479564705,73574.56882772496
29,horizon,1,0,0,资金,False,True,True,1.0,1.0,31868.728095614555,2478308321.3654537,24783083213.654537,22085.78117408013,24537.88315713663,7330.844938477923,0.0,7330.844938477923,32410.4335071127,23789.99119272076,44171.56234816026,67961.55354088102,0.7471720943315961,5477.402765902731,0.5831775565309935,28861.30106806662,73032.86341622687
30,horizon,1,0,0,资金,False,True,True,1.0,1.0,31281.595535583467,2478308321.3654537,24783083213.654537,22085.78117408013,24524.0268287199,6757.568706863567,0.0,6757.568706863567,31813.320853615653,31079.285217616514,44171.56234816026,75250.84756577677,0.7397003733882802,4998.576095663939,0.5724334022399462,28329.57575003442,72501.13809819467
31,horizon,1,0,0,资金,False,True,True,1.0,1.0,30705.279994732267,2478308321.3654537,24783083213.654537,22085.78117408013,24510.42578195581,6194.854212776456,0.0,6194.854212776456,31227.20908725231,37796.06852291302,44171.56234816026,81967.63087107328,0.7323033696543974,4536.512614533937,0.5618871925545119,27807.646657514386,71979.20900567464
32,horizon,1,0,0,资金,False,True,True,1.0,1.0,30139.582186031228,2478308321.3654537,24783083213.654537,22085.78117408013,24497.075313670466,5642.506872360762,0.0,5642.506872360762,30651.895533507213,43950.88874274977,44171.56234816026,88122.45109091004,0.7249803359578534,4090.7065279686017,0.5515352806481624,27295.333310038433,71466.89565819869
33,horizon,1,0,0,资金,False,True,True,1.0,1.0,29584.30649400927,2478308321.3654537,24783083213.654537,22085.78117408013,24483.97080733875,5100.335686670522,0.0,5100.335686670522,30087.181251832757,49554.09918724377,44171.56234816026,93725.66153540404,0.7177305325982748,3660.666648824021,0.541374086881569,26792.4585522149,70964.02090037515
34,horizon,1,0,0,资金,False,True,True,1.0,1.0,29039.26090711112,2478308321.3654537,24783083213.654537,22085.78117408013,24471.10773148795,4568.153175623167,0.0,4568.153175623167,29532.870966856597,54615.86242261242,44171.56234816026,98787.42477077269,0.7105532272722921,3245.915981613211,0.5314000975647813,26298.848492469406,70470.41084062966
35,horizon,1,0,0,资金,False,True,True,1.0,1.0,28504.256951300627,2478308321.3654537,24783083213.654537,22085.78117408013,24458.481638130826,4045.775313169801,0.0,4045.775313169801,28988.773000856367,59146.15378533796,44171.56234816026,103317.71613349822,0.7034476949995692,2845.9913185354567,0.5216098637422112,25814.33244291367,69985.89479107392
36,horizon,1,0,0,资金,False,True,True,1.0,1.0,27979.10962488744,2478308321.3654537,24783083213.654537,22085.78117408013,24446.088161227475,3533.021463659963,3352.642380451225,180.37908320873794,28454.6992074785,59802.122451137766,44171.56234816026,103973.68479929803,0.6964132180495735,125.61837780622896,0.5120000000000001,25338.742860322585,69510.30520848284
37,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,16945.009972856416,76247.13242399419,44171.56234816026,120418.69477215444,0.6894490858690777,-344.7245429345389,0.5025671832953609,8393.732887466205,52565.295235626465
38,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,8393.73288746623,84140.86531146042,44171.56234816026,128312.42765962068,0.682554595010387,-341.2772975051935,0.4933081518074861,0.0,44171.56234816026
39,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,83640.86531146042,44171.56234816026,127812.42765962068,0.6757290490602831,-337.8645245301415,0.4842197038096261,0.0,44171.56234816026
40,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,83140.86531146042,44171.56234816026,127312.42765962068,0.6689717585696803,-334.4858792848401,0.4752986965619486,0.0,44171.56234816026
41,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,82640.86531146042,44171.56234816026,126812.42765962068,0.6622820409839835,-331.14102049199175,0.4665420452247948,0.0,44171.56234816026
42,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,82140.86531146042,44171.56234816026,126312.42765962068,0.6556592205741436,-327.82961028707183,0.457946721791957,0.0,44171.56234816026
43,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,81640.86531146042,44171.56234816026,125812.42765962068,0.6491026283684022,-324.5513141842011,0.44950975404360954,0.0,44171.56234816026
44,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,81140.86531146042,44171.56234816026,125312.42765962068,0.6426116020847181,-321.30580104235906,0.4412282245185299,0.0,44171.56234816026
